sample_id,record_submit_time,sample_parameters,sample_holderno,sample_status,result_print,result_email,result_location_id,result_subfolder_id,sample_duration,exp_id,exp_name,exp_default_parameters,exp_composite,exp_description,exp_hidden,exp_type,user_id,user_trained,user_active,user_head,group_id,group_abbr,group_name,group_searchable,group_status,solvent_id,solvent_abbr,solvent_name,cat_id,cat_abbr,cat_name,cat_color,spectrometer_id,spectrometer_name,spectrometer_capacity
6813,11/10/2012 17:18,cnst21#0.9347,1,ARCHIVED,not_printed,emailed,9,11,00:07:21,110,selroesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 7m 21s ; ds = 4 ; td1 = 1,non_composite,1D gs-ROESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6814,11/10/2012 17:18,cnst21#1.0822,1,ARCHIVED,not_printed,emailed,9,12,00:07:21,110,selroesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 7m 21s ; ds = 4 ; td1 = 1,non_composite,1D gs-ROESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6815,11/10/2012 17:18,cnst21#0.9719,1,ARCHIVED,not_printed,emailed,9,13,00:07:21,110,selroesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 7m 21s ; ds = 4 ; td1 = 1,non_composite,1D gs-ROESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6816,11/10/2012 17:18,default,1,ARCHIVED,not_printed,emailed,9,14,01:06:06,111,roesy2D.a.and,ns = 8 ; d1 = 1.5 ; expt = 1h 6m ; ds = 16 ; td1 = 256,non_composite,2D 1H#1H-ROESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6824,11/10/2012 17:35,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,300,proton-N.a.and,ns = 8 ; d1 = 1 ; expt = 57s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe,hidden,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6825,11/10/2012 17:35,default,1,ARCHIVED,not_printed,emailed,8,11,00:53:32,11,c13_udeft.a.and,ns = 800 ; d1 = 3 ; expt = 50m 12s ; ds = 0 ; td1 = 1 ,non_composite,13C Observe with 1H decoupling - UDEFT,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6826,11/10/2012 17:35,default,1,ARCHIVED,not_printed,emailed,8,12,00:05:35,301,gcosy-DQF-N.a.and,"ns = 1 ; d1 = 1s ; expt = 5m 33s ; ds = 16 ; td1 = 256  	",non_composite,2D 1H#1H-DQF-COSY (mag. mode),hidden,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6827,11/10/2012 17:35,default,1,ARCHIVED,not_printed,emailed,8,13,00:10:31,101,ghsqc-ed.a.and,ns = 2 ; d1 = 1 ; expt = 10m 52s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6828,11/10/2012 17:35,default,1,ARCHIVED,not_printed,emailed,8,14,00:32:31,102,ghmbc.a.and,ns = 4 ; d1 = 1.5 ; expt = 33m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6829,11/10/2012 17:35,default,2,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6830,11/10/2012 17:35,default,2,ARCHIVED,not_printed,emailed,8,11,00:02:09,21,f19cpd_80ppm.a.and,ns = 64 ; d1 = 1 ; expt = 2m 24s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - SW 80 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6831,11/10/2012 17:35,default,2,ARCHIVED,not_printed,emailed,8,12,00:06:06,103,ghmbc-f19.a.and,ns = 1 ; d1 = 1 ; expt = 6m 5s ; ds = 2 ; td1 = 256,non_composite,2D 1H#19F-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6832,11/10/2012 17:35,default,3,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,3,Acetone,acetone-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6833,11/10/2012 17:35,default,3,ARCHIVED,not_printed,emailed,8,11,00:04:20,30,p31cpd.a.and,ns = 128 ; d1 = 1.5 ; expt = 4m 33s ; ds = 4 ; td1 = 1 ,non_composite,31P Observe with 1H decoupling,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,3,Acetone,acetone-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6834,11/10/2012 17:35,default,3,ARCHIVED,not_printed,emailed,8,12,00:06:22,104,ghmbc-p31.a.and,ns = 2 ; d1 = 1 ; expt = 6m 18s ; ds = 16 ; td1 = 128,non_composite,2D 1H#31P-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,3,Acetone,acetone-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6898,12/10/2012 10:55,default,4,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6899,12/10/2012 10:55,o1p#-200,4,ARCHIVED,not_printed,emailed,8,11,00:02:09,21,f19cpd_80ppm.a.and,ns = 64 ; d1 = 1 ; expt = 2m 24s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - SW 80 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6900,12/10/2012 10:55,o2p#-200,4,ARCHIVED,not_printed,emailed,8,12,00:06:06,103,ghmbc-f19.a.and,ns = 1 ; d1 = 1 ; expt = 6m 5s ; ds = 2 ; td1 = 256,non_composite,2D 1H#19F-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6908,12/10/2012 11:06,default,5,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6909,12/10/2012 11:06,default,5,ARCHIVED,not_printed,emailed,8,11,00:32:31,102,ghmbc.a.and,ns = 4 ; d1 = 1.5 ; expt = 33m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
6954,12/10/2012 15:57,default,4,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6955,12/10/2012 15:57,default,5,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6956,12/10/2012 15:57,default,6,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6958,12/10/2012 15:58,default,7,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6979,12/10/2012 17:48,default,15,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6980,12/10/2012 17:48,default,15,ARCHIVED,not_printed,emailed,9,11,00:42:14,10,c13_deptq.a.and,ns = 800 ; d1 = 2 ; expt = 45m 36s; ds = 4 ; td1 = 1 ,non_composite,13C Observe with multiplicity editing - DEPTQ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6981,12/10/2012 17:48,default,16,ARCHIVED,not_printed,emailed,9,10,00:00:57,300,proton-N.a.and,ns = 8 ; d1 = 1 ; expt = 57s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe,hidden,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6982,12/10/2012 17:48,default,16,ARCHIVED,not_printed,emailed,9,11,00:42:14,10,c13_deptq.a.and,ns = 800 ; d1 = 2 ; expt = 45m 36s; ds = 4 ; td1 = 1 ,non_composite,13C Observe with multiplicity editing - DEPTQ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6983,12/10/2012 17:48,default,16,ARCHIVED,not_printed,emailed,9,12,00:05:35,301,gcosy-DQF-N.a.and,"ns = 1 ; d1 = 1s ; expt = 5m 33s ; ds = 16 ; td1 = 256  	",non_composite,2D 1H#1H-DQF-COSY (mag. mode),hidden,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6984,12/10/2012 17:48,default,16,ARCHIVED,not_printed,emailed,9,13,00:10:31,101,ghsqc-ed.a.and,ns = 2 ; d1 = 1 ; expt = 10m 52s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6985,12/10/2012 17:48,default,16,ARCHIVED,not_printed,emailed,9,14,00:32:31,102,ghmbc.a.and,ns = 4 ; d1 = 1.5 ; expt = 33m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6986,12/10/2012 17:48,default,17,ARCHIVED,not_printed,emailed,9,10,00:00:57,300,proton-N.a.and,ns = 8 ; d1 = 1 ; expt = 57s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe,hidden,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6987,12/10/2012 17:48,default,17,ARCHIVED,not_printed,emailed,9,11,00:42:14,10,c13_deptq.a.and,ns = 800 ; d1 = 2 ; expt = 45m 36s; ds = 4 ; td1 = 1 ,non_composite,13C Observe with multiplicity editing - DEPTQ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6988,12/10/2012 17:48,default,17,ARCHIVED,not_printed,emailed,9,12,00:05:35,301,gcosy-DQF-N.a.and,"ns = 1 ; d1 = 1s ; expt = 5m 33s ; ds = 16 ; td1 = 256  	",non_composite,2D 1H#1H-DQF-COSY (mag. mode),hidden,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6989,12/10/2012 17:48,default,17,ARCHIVED,not_printed,emailed,9,13,00:10:31,101,ghsqc-ed.a.and,ns = 2 ; d1 = 1 ; expt = 10m 52s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
6990,12/10/2012 17:48,default,17,ARCHIVED,not_printed,emailed,9,14,00:32:31,102,ghmbc.a.and,ns = 4 ; d1 = 1.5 ; expt = 33m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
7115,15/10/2012 12:34,default,9,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
7116,15/10/2012 12:34,default,10,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
7609,19/10/2012 10:07,default,4,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
7610,19/10/2012 10:07,default,4,ARCHIVED,not_printed,emailed,9,11,00:11:52,105,gtocsy.a.and,ns = 1 ; d1 = 1s ; expt = 11m 52s ; ds = 16 ; td1 = 512,non_composite,2D 1H#1H-TOCSY mixing time d9 = 80 ms,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
8378,29/10/2012 16:11,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
8612,31/10/2012 11:53,default,7,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
9105,05/11/2012 10:14,default,2,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
10926,23/11/2012 16:45,default,3,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
10927,23/11/2012 16:45,ns#2,3,ARCHIVED,not_printed,emailed,9,11,00:16:40,112,ghmbc-n15.a.and,ns = 44 ; d1 = 1.5 ; expt = 5h 55m ; ds = 16 ; td1 = 256,non_composite,2D 1H#15N-gs-HMBC ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
11074,26/11/2012 11:02,default,1,ARCHIVED,not_printed,emailed,9,10,00:01:06,400,snh.and,ns = 8 ; d1 = 1 ; expt = 57s ; ds = 2 ; td1 = 1 ,non_composite,1H SINO test,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12199,11/12/2012 17:26,default,2,ARCHIVED,not_printed,emailed,9,10,00:04:40,60,pt195.a.and,ns = 256 ; d1 = 2 ; expt = 9m 16s ; ds = 2 ; td1 = 1 ,non_composite,195Pt Observe - SW=850ppm (Na[PtCl6]/D2O = 0ppm) ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,5,D2O,deuteriumoxide,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12255,12/12/2012 11:56,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12257,12/12/2012 12:12,default,1,ARCHIVED,not_printed,emailed,9,11,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12313,13/12/2012 17:46,default,6,ARCHIVED,not_printed,emailed,9,10,00:04:19,30,p31cpd.a.and,ns = 128 ; d1 = 1.5 ; expt = 4m 33s ; ds = 4 ; td1 = 1 ,non_composite,31P Observe with 1H decoupling,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12314,13/12/2012 17:46,o1p#-100,6,ARCHIVED,not_printed,emailed,9,11,00:02:09,21,f19cpd_80ppm.a.and,ns = 64 ; d1 = 1 ; expt = 2m 24s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - SW 80 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12344,14/12/2012 14:11,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
12345,14/12/2012 14:11,default,1,ARCHIVED,not_printed,emailed,8,11,00:04:20,30,p31cpd.a.and,ns = 128 ; d1 = 1.5 ; expt = 4m 33s ; ds = 4 ; td1 = 1 ,non_composite,31P Observe with 1H decoupling,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
12346,14/12/2012 14:11,o1p#-100,1,ARCHIVED,not_printed,emailed,8,12,00:02:09,21,f19cpd_80ppm.a.and,ns = 64 ; d1 = 1 ; expt = 2m 24s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - SW 80 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
14011,25/01/2013 18:30,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
14460,30/01/2013 12:27,default,13,ARCHIVED,not_printed,emailed,9,10,00:01:37,4,solventsup.a.and,ns = 8 ; d1 = 4 ; expt = 1m 49s ; ds = 4 ; td1 = 1 ,non_composite,1H Observe with Solvent Suppression ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,6,H2O+D2O,90% H2O and 10% D2O,1,PI,PI - Group Leaders,3392FF,5,Alec,60
14462,30/01/2013 14:24,default,14,ARCHIVED,not_printed,emailed,9,10,00:01:37,4,solventsup.a.and,ns = 8 ; d1 = 4 ; expt = 1m 49s ; ds = 4 ; td1 = 1 ,non_composite,1H Observe with Solvent Suppression ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,6,H2O+D2O,90% H2O and 10% D2O,1,PI,PI - Group Leaders,3392FF,5,Alec,60
15526,08/02/2013 16:57,default,4,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
15527,08/02/2013 16:57,cnst21#1.483,4,ARCHIVED,not_printed,emailed,9,11,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
16841,19/02/2013 11:49,default,21,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
21362,22/03/2013 17:26,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
23223,12/04/2013 11:55,cnst21#4.626,1,ARCHIVED,not_printed,emailed,9,10,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24391,22/04/2013 15:39,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24399,22/04/2013 16:53,default,5,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24400,22/04/2013 16:53,default,5,ARCHIVED,not_printed,emailed,9,11,00:10:32,101,ghsqc-ed.a.and,ns = 2 ; d1 = 1 ; expt = 10m 52s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24401,22/04/2013 16:53,default,5,ARCHIVED,not_printed,emailed,9,12,00:32:32,102,ghmbc.a.and,ns = 4 ; d1 = 1.5 ; expt = 33m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24402,22/04/2013 16:53,ns#200,5,ARCHIVED,not_printed,emailed,9,13,00:10:43,10,c13_deptq.a.and,ns = 800 ; d1 = 2 ; expt = 45m 36s; ds = 4 ; td1 = 1 ,non_composite,13C Observe with multiplicity editing - DEPTQ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24523,23/04/2013 17:58,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
